time,время_rho_in,rho_in
0,662,860.491
0,4353,860.594
0,4993,860.699
0,5405,860.801
0,5695,860.903
0,6060,861.018
0,6380,861.119
0,6732,861.221
0,7128,861.324
0,7631,861.426
0,8164,861.541
0,8653,861.642
0,9248,861.747
0,9887,861.849
0,11410,861.954
0,12768,862.057
0,14568,862.162
0,15269,862.27
0,15773,862.375
0,16078,862.477
0,16518,862.586
0,17145,862.691
0,18195,862.799
0,18867,862.694
0,19889,862.591
0,20453,862.489
0,20956,862.378
0,21414,862.262
0,21718,862.16
0,21947,862.059
0,22145,861.957
0,22389,861.851
0,22755,861.749
0,25195,861.644
0,26140,861.538
0,27099,861.43
0,27389,861.449
0,27709,861.551
0,27969,861.663
0,28580,861.554
0,28760,861.452
0,28961,861.347
0,29297,861.242
0,29921,861.139
0,30608,861.037
0,31400,860.935
0,31903,860.833
0,32314,860.728
0,32649,860.626
0,33016,860.524
0,33429,860.419
0,33977,860.317
0,34815,860.214
0,36525,860.113
0,42364,860.214
0,44669,860.323
0,46468,860.425
0,48008,860.527
0,51729,860.635
0,52368,860.737
0,52856,860.84
0,53436,860.942
0,54290,861.043
0,55234,861.145
0,55979,861.247
0,56454,861.352
0,56819,861.455
0,57169,861.557
0,57552,861.662
0,57901,861.774
0,58207,861.876
0,58466,861.987
0,58803,862.095
0,59091,862.197
0,59442,862.309
0,59838,862.411
0,60220,862.514
0,60600,862.619
0,61013,862.724
0,61485,862.826
0,61973,862.927
0,62492,863.032
0,62964,863.134
0,63620,863.252
0,64169,863.354
0,64777,863.456
0,65450,863.561
0,66990,863.662
0,71639,863.56
0,72035,863.458
0,72326,863.34
0,72616,863.234
0,72860,863.126
0,73102,863.021
0,73317,862.912
0,73576,862.801
0,73804,862.692
0,74078,862.584
0,74322,862.476
0,74565,862.373
0,74825,862.255
0,75130,862.143
0,75389,862.039
0,75786,861.936
0,76244,861.825
0,76761,861.707
0,77187,861.604
0,77630,861.499
0,78134,861.394
0,78759,861.292
0,80207,861.423
0,80375,861.541
0,80541,861.646
0,81243,861.534
0,81487,861.432
0,81944,861.33
0,84629,861.228
0,86610,861.126
0,87497,861.015
0,88091,860.913
0,88686,860.805
0,89310,860.703
0,89936,860.597
0,90760,860.495
0,93611,860.54
0,98369,860.438
0,99833,860.543
0,100045,860.645
0,100229,860.76
0,100457,860.862
0,100777,860.964
0,102439,861.068
0,102836,861.17
0,102973,861.177
0,104817,861.065
0,105031,860.962
0,105214,860.861
0,105381,860.758
0,105655,860.657
0,105931,860.544
0,106236,860.442
0,106570,860.34
0,106967,860.235
0,107379,860.13
0,107790,860.025
0,108233,859.916
0,108874,859.814
0,109499,859.709
0,109560,859.578
0,109652,859.731
0,110291,859.626
0,111678,859.52
0,113725,859.625
0,114748,859.731
0,117126,859.628
0,118741,859.526
0,122768,859.628
0,123318,859.641
0,124399,859.746
0,125421,859.857
0,126365,859.959
0,127173,860.065
0,127737,860.17
0,128087,860.272
0,128453,860.386
0,128803,860.492
0,129064,860.594
0,129399,860.712
0,129780,860.814
0,130146,860.916
0,130512,861.024
0,130954,861.13
0,131426,861.232
0,131639,861.056
0,131671,860.948
0,131715,861.059
0,131761,861.196
0,131915,861.301
0,132265,861.404
0,132523,861.506
0,132797,861.608
0,133912,861.713
0,134402,861.815
0,134888,861.92
0,135255,862.022
0,135758,862.134
0,136442,862.243
0,136887,862.347
0,137328,862.45
0,137953,862.558
0,143305,862.555
0,144510,862.444
0,145471,862.335
0,147359,862.23
0,151858,862.125
0,153488,862.02
0,154799,861.915
0,155517,861.812
0,156353,861.711
0,157664,861.602
0,159038,861.5
0,162132,861.392
0,163611,861.286
0,164784,861.185
0,166247,861.082
0,167467,860.981
0,168473,860.878
0,170505,860.763
0,171951,860.875
0,173113,860.993
0,174500,861.101
0,175781,861.204
0,176909,861.306
0,178420,861.414
0,180736,861.523
0,186026,861.421
0,187871,861.532
0,187917,861.647
0,188116,861.542
0,188786,861.437
0,192369,861.334
0,193178,861.229
0,193774,861.124
0,194306,861.009
0,194643,860.9
0,195253,860.795
0,195665,860.683
0,196258,860.578
0,197020,860.476
0,198118,860.374
0,199461,860.265
0,200710,860.159
0,200862,859.993
0,200877,859.78
0,200893,859.633
0,200908,859.518
0,200924,859.385
0,200938,859.277
0,200985,859.427
0,201046,859.313
0,201076,859.17
0,201426,859.283
0,202343,859.401
0,204127,859.503
0,205346,859.605
0,207023,859.707
0,208715,859.809
0,212298,859.704
0,213122,859.822
0,214997,859.925
0,216676,860.03
0,218261,860.135
0,220424,860.254
0,220912,860.152
0,225735,860.253
0,235046,860.357
0,236433,860.459
0,237837,860.561
0,238964,860.666
0,240794,860.771
0,243812,860.873
0,246905,860.979
0,248689,861.081
0,249680,861.188
0,250504,861.293
0,251403,861.396
0,252515,861.501
0,254117,861.603
0,255609,861.705
0,257256,861.811
0,260442,861.915
0,262089,862.017
0,262531,862.039
0,263538,862.143
0,265032,862.246
0,269117,862.144
0,270520,862.036
0,271798,861.933
0,272866,861.831
0,274102,861.729
0,275580,861.627
0,276786,861.524
0,278706,861.419
0,280582,861.316
0,283920,861.211
0,284103,861.107
0,284331,860.985
0,284531,860.881
0,284730,860.781
0,303497,854.411
0,303526,858.287
0,303543,858.782
0,303559,859.221
0,303574,859.535
0,303590,859.815
0,303605,860.023
0,303619,860.201
0,303635,860.352
0,303651,860.456
0,303665,860.59
0,303680,860.717
0,303711,860.875
0,303726,860.976
0,303757,861.084
0,303788,861.189
0,303833,861.326
0,303879,861.431
0,303939,861.539
0,304031,861.647
0,304167,861.751
0,304380,861.854
0,304716,861.958
0,305249,862.061
0,305843,862.163
0,306501,862.276
0,307416,862.379
0,311992,862.274
0,317585,862.172
0,326486,862.065
0,328347,861.954
0,329399,861.849
0,330269,861.747
0,331244,861.645
0,332371,861.543
0,333927,861.441
0,336184,861.338
0,342082,861.236
0,343150,861.133
0,343896,861.022
0,344628,860.919
0,345420,860.817
0,346292,860.711
0,347388,860.598
0,348716,860.489
0,351202,860.386
0,354524,860.487
0,357177,860.596
0,362559,860.697
0,363352,860.802
0,364176,860.907
0,364755,861.008
0,368842,861.111
0,369969,861.213
0,371083,861.318
0,373795,861.42
0,381174,861.317
0,381982,861.209
0,383369,861.107
0,384681,861.241
0,384710,861.381
0,384741,861.585
0,384758,861.696
0,384773,861.841
0,384788,861.968
0,384803,862.137
0,384817,862.284
0,384834,862.424
0,384849,862.552
0,384879,862.705
0,384940,862.603
0,384954,862.501
0,384985,862.287
0,385000,862.163
0,385031,861.996
0,385062,861.838
0,385107,861.7
0,385322,861.825
0,385352,861.965
0,385382,862.125
0,385412,862.288
0,385443,862.447
0,385473,862.556
0,385765,862.659
0,385916,862.765
0,386069,862.884
0,386206,862.993
0,386374,863.099
0,386573,863.209
0,386786,863.318
0,387061,863.428
0,387793,863.547
0,388143,863.65
0,389746,863.75
0,389882,863.895
0,389928,864.016
0,390004,864.296
0,390187,864.003
0,390219,863.872
0,390249,863.754
0,390279,863.643
0,390356,863.527
0,390417,863.396
0,390462,863.268
0,390493,863.163
0,390523,863.058
0,390569,862.953
0,390645,862.848
0,390783,862.746
0,390950,862.636
0,391439,862.523
0,391621,862.421
0,391834,862.309
0,392398,862.208
0,394719,862.097
0,395313,861.985
0,395755,861.882
0,396182,861.765
0,396580,861.663
0,396917,861.557
0,397390,861.446
0,397709,861.343
0,398014,861.238
0,398455,861.129
0,398884,861.027
0,399569,860.922
0,400731,860.816
0,401691,860.711
0,402133,860.836
0,402211,860.972
0,402302,861.081
0,402729,861.196
0,406783,861.214
0,407180,861.083
0,407256,860.959
0,407347,860.854
0,407743,860.745
0,411191,860.85
0,421206,860.748
0,430236,860.646
0,435281,860.544
0,435830,860.439
0,436123,860.334
0,436412,860.231
0,436685,860.126
0,437036,860.021
0,437417,859.916
0,437981,859.814
0,439200,859.711
0,442478,859.609
0,442782,859.507
0,443213,859.399
0,443381,859.295
0,443639,859.4
0,443929,859.299
0,444981,859.403
0,445362,859.515
0,446291,859.413
0,447481,859.31
0,448428,859.208
0,448990,859.103
0,449417,858.995
0,450164,858.893
0,451689,858.994
0,451842,859.112
0,452024,859.218
0,452617,859.109
0,452818,859.004
0,453000,858.902
0,453396,858.8
0,453869,858.688
0,454219,858.586
0,454478,858.475
0,454675,858.372
0,454890,858.251
0,455073,858.14
0,455302,858.031
0,455622,857.92
0,456018,857.818
0,456338,857.706
0,456704,857.595
0,457576,857.483
0,458216,857.585
0,458429,857.69
0,458613,857.792
0,458812,857.894
0,459131,858.003
0,460426,858.104
0,460823,858.206
0,461434,858.308
0,461707,858.416
0,461859,858.557
0,462165,858.661
0,462410,858.764
0,462897,858.872
0,463491,858.974
0,463933,859.076
0,464298,859.178
0,464695,859.283
0,465229,859.385
0,466083,859.493
0,468294,859.595
0,469588,859.7
0,471250,859.812
0,471388,859.914
0,471510,860.016
0,471645,860.118
0,472167,860.003
0,472273,859.898
0,472426,859.796
0,472791,859.694
0,473402,859.591
0,473858,859.49
0,478264,859.473
0,481513,859.371
0,482244,859.266
0,482854,859.151
0,483417,859.051
0,485521,859.153
0,485948,859.255
0,486575,859.36
0,490220,859.255
0,494960,859.357
0,495570,859.462
0,496637,859.564
0,500769,859.706
0,500816,859.821
0,500862,859.927
0,500923,860.042
0,500968,860.154
0,501030,860.265
0,501090,860.393
0,501166,860.514
0,501258,860.635
0,501456,860.737
0,501638,860.635
0,501746,860.517
0,501837,860.408
0,501945,860.284
0,502068,860.176
0,502311,860.073
0,502478,860.175
0,502554,860.291
0,502616,860.405
0,502662,860.529
0,502707,860.67
0,502752,860.819
0,502783,860.921
0,502814,861.023
0,502844,861.132
0,502875,861.244
0,502905,861.345
0,502935,861.46
0,502981,861.604
0,503028,861.718
0,503073,861.821
0,503163,861.923
0,503286,861.811
0,503332,861.706
0,503378,861.566
0,503409,861.454
0,503439,861.339
0,503470,861.221
0,503501,861.103
0,503530,860.982
0,503562,860.854
0,503592,860.74
0,503622,860.612
0,503652,860.501
0,503682,860.398
0,503728,860.246
0,503774,860.118
0,503820,860.006
0,503865,859.892
0,503941,859.767
0,504034,859.649
0,504155,859.544
0,504399,859.433
0,505041,859.33
0,506215,859.433
0,507799,859.537
0,507922,859.664
0,508533,859.769
0,508640,859.88
0,508731,859.985
0,509296,860.086
0,511659,860.191
0,512666,860.299
0,513489,860.411
0,514313,860.522
0,514739,860.624
0,515351,860.726
0,516357,860.828
0,519603,860.936
0,519833,861.045
0,520153,861.147
0,525518,861.041
0,525776,860.936
0,526024,860.834
0,526314,860.719
0,526708,860.614
0,527851,860.719
0,528034,860.828
0,528188,860.93
0,528324,861.045
0,528477,861.147
0,528660,861.256
0,529361,861.153
0,529759,861.255
0,530003,861.36
0,530414,861.482
0,530842,861.428
0,531603,861.326
0,532181,861.217
0,532852,861.115
0,535824,861.218
0,536159,861.32
0,536388,861.425
0,536631,861.53
0,536953,861.639
0,538568,861.537
0,538920,861.425
0,539497,861.313
0,540304,861.198
0,540914,861.093
0,541371,860.984
0,542896,861.087
0,543155,861.189
0,544500,861.291
0,545109,861.396
0,545567,861.508
0,546038,861.613
0,546465,861.715
0,546817,861.83
0,547303,861.939
0,547716,862.051
0,548295,862.153
0,549148,862.254
0,550597,862.357
0,555597,862.251
0,556649,862.143
0,557426,862.04
0,558571,861.938
0,560080,862.04
0,560872,862.143
0,561299,862.245
0,564379,862.139
0,565476,862.034
0,565615,861.92
0,565720,861.818
0,565797,861.715
0,565889,861.594
0,565965,861.492
0,566072,861.38
0,566270,861.275
0,566529,861.387
0,566667,861.501
0,566773,861.61
0,566879,861.721
0,567016,861.83
0,567200,861.939
0,569289,861.836
0,571697,861.938
0,572398,862.044
0,573562,862.148
0,574292,862.047
0,574506,861.945
0,574703,861.836
0,574903,861.724
0,575131,861.622
0,575985,861.725
0,577525,861.623
0,577922,861.52
0,578119,861.415
0,578256,861.313
0,578379,861.199
0,578500,861.087
0,578636,860.969
0,578759,860.867
0,578895,860.765
0,579048,860.651
0,579262,860.548
0,579521,860.433
0,579856,860.312
0,580270,860.21
0,581047,860.272
0,581657,860.378
0,582844,860.266
0,585009,860.377
0,585163,860.489
0,585301,860.591
0,585436,860.693
0,585559,860.795
0,585742,860.907
0,586000,861.012
0,586427,861.114
0,587082,861.219
0,593164,861.107
0,593286,861.002
0,593377,860.897
0,593452,860.793
0,593545,860.683
0,593622,860.571
0,593713,860.444
0,593789,860.336
0,593880,860.218
0,593957,860.106
0,594063,859.995
0,594155,859.893
0,594276,859.79
0,594414,859.682
0,594567,859.58
0,594733,859.478
0,594963,859.376
0,595177,859.268
0,595451,859.159
0,595846,859.054
0,596548,858.952
0,597845,858.85
0,600360,858.739
0,600802,858.637
0,602819,858.748
0,603108,858.86
0,603260,858.971
0,603383,859.073
0,603489,859.179
0,603580,859.29
0,603687,859.405
0,603777,859.507
0,603886,859.615
0,604006,859.724
0,604159,859.835
0,604402,859.937
0,605104,860.039
0,606400,860.141
0,606920,860.039
0,607056,859.928
0,607147,859.813
0,607224,859.704
0,607284,859.599
0,607361,859.484
0,607436,859.367
0,607528,859.262
0,607893,859.379
0,607955,859.51
0,608017,859.641
0,608063,859.752
0,608109,859.867
0,608153,859.991
0,608199,860.097
0,608245,860.218
0,608291,860.332
0,608352,860.46
0,608397,860.563
0,608459,860.677
0,608520,860.788
0,608596,860.897
0,608687,861.025
0,608808,861.13
0,608962,861.245
0,609205,861.356
0,609556,861.458
0,610577,861.353
0,611766,861.25
0,613246,861.362
0,614496,861.26
0,616128,861.158
0,616555,861.056
0,619252,860.953
0,620686,860.851
0,622086,860.746
0,623200,860.579
0,623216,860.423
0,623231,860.276
0,627819,860.381
0,628305,860.483
0,629586,860.585
0,630795,860.48
0,631085,860.375
0,631314,860.263
0,631511,860.148
0,631680,860.04
0,631831,859.934
0,631999,859.833
0,632166,859.731
0,632274,859.619
0,632381,859.514
0,632473,859.402
0,632563,859.3
0,632641,859.188
0,632733,859.067
0,632822,858.949
0,632884,858.845
0,632976,858.736
0,633051,858.634
0,633190,858.513
0,633432,858.41
0,633753,858.516
0,633890,858.643
0,633999,858.758
0,634089,858.863
0,634165,858.968
0,634242,859.07
0,634333,859.201
0,634408,859.313
0,634485,859.431
0,634561,859.536
0,634636,859.641
0,634728,859.755
0,634819,859.861
0,634912,859.963
0,635019,860.071
0,635126,860.177
0,635232,860.279
0,635416,860.38
0,635660,860.489
0,636070,860.591
0,637962,860.696
0,640156,860.594
0,640399,860.492
0,640659,860.38
0,641040,860.278
0,642535,860.17
0,644839,860.02
0,644855,860.125
0,646852,860.02
0,647797,859.918
0,648896,859.816
0,649492,859.714
0,649812,859.602
0,650086,859.484
0,650438,859.382
0,650970,859.27
0,652663,859.162
0,653928,859.061
0,660426,859.163
0,662073,859.058
0,662836,858.956
0,663810,858.851
0,671295,858.953
0,672406,859.065
0,681251,859.167
0,681754,859.269
0,682486,859.378
0,683493,859.48
0,684985,859.582
0,686664,859.48
0,686953,859.375
0,687213,859.27
0,687472,859.158
0,687730,859.056
0,688023,858.948
0,688253,858.839
0,688434,858.734
0,688601,858.626
0,688723,858.521
0,688844,858.409
0,688936,858.304
0,689028,858.202
0,689120,858.078
0,689211,857.963
0,689302,857.861
0,689378,857.759
0,689471,857.654
0,689578,857.552
0,689700,857.45
0,689898,857.339
0,690370,857.441
0,690523,857.546
0,690644,857.651
0,690767,857.772
0,690858,857.874
0,690964,857.995
0,691056,858.107
0,691131,858.209
0,691223,858.33
0,691330,858.457
0,691438,858.578
0,691528,858.69
0,691650,858.804
0,691771,858.916
0,691894,859.027
0,692034,859.13
0,692200,859.232
0,692353,859.334
0,692550,859.455
0,692734,859.557
0,692915,859.672
0,693113,859.789
0,693328,859.901
0,693557,860.01
0,693800,860.112
0,694135,860.22
0,694579,860.322
0,695768,860.427
0,705812,860.326
0,707704,860.223
0,709303,861.09
0,709334,862.985
0,709349,861.336
0,709364,860.673
0,709379,860.434
0,709411,860.306
0,709516,860.201
0,711971,860.306
0,715324,860.411
0,717977,860.513
0,720981,860.618
0,721560,860.72
0,722779,860.822
0,724090,860.924
0,729457,861.029
0,732278,860.927
0,733298,860.825
0,733710,860.716
0,733940,860.614
0,734121,860.509
0,734259,860.401
0,734396,860.299
0,734547,860.194
0,734655,860.092
0,734810,859.983
0,734946,859.881
0,735114,859.776
0,735387,859.674
0,736030,859.776
0,736226,859.894
0,736394,859.996
0,736563,860.098
0,736730,860.2
0,736927,860.302
0,737142,860.414
0,737371,860.519
0,737674,860.621
0,738115,860.723
0,738925,860.825
0,740556,860.742
0,744018,860.637
0,744566,860.535
0,745054,860.439
0,745606,860.328
0,746383,860.223
0,747388,860.121
0,749080,860.223
0,752343,860.121
0,754630,860.236
0,755014,860.336
0,758977,860.234
0,763778,860.148
0,767575,860.048
0,768840,859.946
0,770365,859.844
0,771172,859.735
0,771965,859.634
0,773612,859.532
0,787305,859.639
0,788251,859.752
0,790004,859.853
0,792276,859.953
0,794075,860.058
0,794822,859.949
0,794837,860.083
0,796712,860.186
0,798755,860.29
0,801242,860.392
0,803057,860.503
0,804827,860.608
0,807269,860.716
0,808274,860.818
0,809630,860.923
0,810913,861.028
0,812132,861.136
0,813153,861.031
0,813291,860.923
0,813411,860.814
0,813519,860.706
0,813611,860.597
0,813702,860.492
0,813792,860.383
0,813899,860.265
0,814007,860.16
0,814129,860.049
0,814266,859.943
0,814480,859.835
0,815226,859.94
0,815379,860.048
0,815517,860.163
0,815654,860.268
0,815790,860.38
0,815913,860.482
0,816066,860.603
0,816232,860.708
0,816385,860.82
0,816583,860.925
0,816890,861.03
0,818185,860.925
0,818658,860.823
0,819238,860.721
0,819725,860.612
0,820594,860.507
0,821617,860.402
0,822318,860.3
0,822989,860.195
0,824467,860.093
0,825122,860.201
0,826297,860.095
0,826634,859.987
0,826953,859.882
0,827287,859.773
0,827776,859.671
0,828859,859.569
0,830657,859.463
0,831830,859.361
0,832685,859.255
0,833312,859.144
0,833784,859.038
0,834408,858.936
0,841728,859.062
0,841742,858.861
0,844639,858.759
0,844974,858.654
0,845386,858.552
0,851820,858.45
0,852354,858.335
0,853405,858.233
0,855372,858.131
0,856638,858.029
0,858802,857.924
0,862752,858.033
0,864140,858.138
0,864568,858.243
0,864872,858.349
0,865177,858.46
0,865422,858.568
0,865710,858.674
0,866000,858.782
0,866365,858.884
0,866793,858.989
0,867479,859.091
0,868729,859.193
0,870193,859.299
0,872982,859.406
0,877438,859.52
0,879417,859.622
0,880347,859.734
0,880608,859.842
0,880775,859.96
0,880912,860.071
0,881049,860.186
0,881247,860.298
0,881689,860.193
0,881933,860.084
0,882498,859.979
0,882589,859.877
0,882772,859.776
0,883111,859.67
0,887576,859.771
0,889497,859.658
0,889670,859.802
0,889684,859.948
0,889700,860.165
0,889715,860.535
0,889730,860.847
0,889745,861.096
0,889761,861.3
0,889776,861.45
0,889790,861.632
0,889806,861.747
0,889867,861.635
0,889899,861.884
0,889914,862.021
0,889945,861.798
0,889959,861.591
0,889974,861.457
